score,BA,H,RBI,BB,k,SB,holds,avgR,ER,bb,SO,nHR
4,31,9,4,3,12,1,9,4,4,3,12,2
1,35,11,1,2,6,1,11,1,1,2,6,0
0,30,4,0,2,5,1,4,0,0,2,5,0
9,37,12,9,7,3,0,12,9,9,7,3,2
7,41,14,7,0,2,0,14,7,7,0,2,1
5,39,13,3,3,4,3,13,5,4,3,4,0
3,36,10,2,3,3,2,10,3,3,3,3,0
4,37,10,3,2,4,4,10,4,3,2,4,0
7,30,7,5,5,6,1,7,7,5,5,6,0
2,34,9,2,2,5,0,9,2,2,2,5,0
9,36,14,8,2,9,3,14,9,8,2,9,1
6,36,13,5,2,5,0,13,6,5,2,5,2
2,32,8,2,6,5,1,8,2,2,6,5,0
1,29,5,1,2,2,1,5,1,1,2,2,0
5,35,11,5,1,6,1,11,5,4,1,6,0
6,39,13,6,2,12,0,13,6,2,2,12,0
5,36,14,5,3,4,0,14,5,5,3,4,0
3,36,10,3,1,5,0,10,3,3,1,5,0
1,28,4,1,2,6,0,4,1,1,2,6,0
3,38,13,3,3,5,1,13,3,3,3,5,0
6,33,10,6,3,3,0,10,6,6,3,3,2
10,39,13,10,3,5,0,13,10,8,3,5,1
2,37,13,2,0,7,0,13,2,2,0,7,1
8,39,15,6,4,4,1,15,8,7,4,4,1
5,36,9,3,1,10,1,9,5,1,1,10,0
3,37,14,3,2,6,0,14,3,3,2,6,1
2,32,7,2,1,8,0,7,2,2,1,8,0
1,34,7,1,2,7,0,7,1,1,2,7,1
0,30,5,0,2,7,0,5,0,0,2,7,0
4,39,11,4,1,12,1,11,4,4,1,12,1
3,31,7,3,3,1,0,7,3,3,3,1,0
0,33,7,0,2,7,1,7,0,0,2,7,0
1,32,9,1,1,6,0,9,1,1,1,6,0
2,40,8,2,1,8,1,8,2,2,1,8,0
3,41,11,3,4,11,2,11,3,2,4,11,0
9,36,15,8,2,4,0,15,9,7,2,4,1
2,32,4,2,0,7,0,4,2,2,0,7,0
4,32,8,4,2,11,0,8,4,4,2,11,1
2,31,7,2,4,10,2,7,2,2,4,10,0
1,31,5,1,1,5,0,5,1,1,1,5,0
4,30,8,3,2,5,1,8,4,3,2,5,0
5,35,11,5,3,5,4,11,5,5,3,5,0
3,32,7,3,3,5,0,7,3,3,3,5,1
4,36,9,4,0,6,4,9,4,4,0,6,0
3,35,10,3,1,5,0,10,3,3,1,5,1
4,34,12,4,1,7,0,12,4,3,1,7,0
5,35,12,4,2,8,2,12,5,3,2,8,0
2,35,10,2,4,13,2,10,2,2,4,13,0
7,31,10,7,4,7,2,10,7,7,4,7,1
5,36,11,5,3,4,2,11,5,3,3,4,2
6,37,13,5,1,3,1,13,6,4,1,3,0
3,33,6,2,2,11,0,6,3,3,2,11,1
6,35,12,5,2,3,2,12,6,5,2,3,2
1,35,12,1,2,4,0,12,1,1,2,4,0
4,35,9,4,2,9,0,9,4,3,2,9,0
8,34,11,8,2,7,0,11,8,7,2,7,1
6,38,13,6,0,4,1,13,6,6,0,4,0
1,29,4,0,2,3,0,4,1,1,2,3,0
3,32,13,3,5,6,3,13,3,3,5,6,0
8,36,11,8,2,4,0,11,8,4,2,4,1
2,35,8,2,0,7,1,8,2,2,0,7,1
1,31,4,1,2,6,0,4,1,1,2,6,1
9,38,15,9,3,3,0,15,9,7,3,3,1
8,35,12,8,4,5,0,12,8,8,4,5,2
3,36,9,3,0,6,0,9,3,2,0,6,0
2,30,6,2,2,14,3,6,2,2,2,14,0
3,31,8,3,0,3,1,8,3,3,0,3,0
2,34,7,1,3,5,0,7,2,1,3,5,0
1,36,10,1,4,3,0,10,1,1,4,3,0
7,36,13,7,3,4,1,13,7,7,3,4,0
2,32,6,2,1,10,0,6,2,2,1,10,1
1,41,8,1,4,13,1,8,1,1,4,13,0
1,42,9,1,4,6,1,9,1,1,4,6,0
8,38,14,8,3,4,1,14,8,8,3,4,1
2,32,5,2,2,10,0,5,2,2,2,10,1
5,37,12,3,1,5,1,12,5,2,1,5,0
7,34,11,7,2,5,0,11,7,5,2,5,1
8,38,13,7,4,5,1,13,8,6,4,5,0
4,39,13,4,1,9,0,13,4,4,1,9,0
4,36,9,4,2,1,1,9,4,4,2,1,2
0,28,1,0,3,2,0,1,0,0,3,2,0
9,41,20,8,3,2,0,20,9,8,3,2,0
2,29,3,2,2,13,0,3,2,2,2,13,1
1,32,7,1,2,2,3,7,1,1,2,2,0
2,32,8,2,2,7,1,8,2,2,2,7,0
11,42,19,10,2,4,1,19,11,9,2,4,0
3,38,12,2,3,8,1,12,3,3,3,8,0
5,35,8,4,5,7,4,8,5,3,5,7,0
6,35,13,6,3,3,1,13,6,6,3,3,0
4,33,10,4,2,6,0,10,4,4,2,6,0
10,36,13,8,3,9,4,13,10,7,3,9,1
4,37,10,4,3,9,0,10,4,3,3,9,0
7,34,15,7,1,1,0,15,7,7,1,1,1
6,42,14,4,4,3,1,14,6,5,4,3,0
5,45,14,5,8,9,1,14,5,5,8,9,1
3,34,12,3,5,4,1,12,3,3,5,4,0
2,35,9,2,1,5,0,9,2,2,1,5,0
2,30,5,2,3,5,2,5,2,2,3,5,0
3,25,4,3,1,6,1,4,3,2,1,6,0
3,33,10,3,0,8,0,10,3,3,0,8,0
9,29,9,7,5,5,1,9,9,7,5,5,1
9,35,8,9,5,4,1,8,9,7,5,4,1
3,34,10,3,3,7,0,10,3,3,3,7,1
2,32,5,2,1,8,2,5,2,2,1,8,1
0,31,5,0,3,2,0,5,0,0,3,2,0
5,33,11,5,1,5,1,11,5,5,1,5,0
6,30,7,5,6,6,1,7,6,5,6,6,0
1,31,5,1,1,5,0,5,1,1,1,5,0
4,30,10,3,3,1,3,10,4,2,3,1,0
0,28,3,0,7,8,0,3,0,0,7,8,0
6,34,13,5,3,3,0,13,6,6,3,3,1
1,24,4,0,4,7,0,4,1,0,4,7,0
1,20,3,0,2,2,0,3,1,0,2,2,0
3,34,8,3,5,3,2,8,3,3,5,3,1
0,33,7,0,1,8,0,7,0,0,1,8,0
7,45,11,7,3,15,2,11,7,6,3,15,0
7,45,12,7,6,6,2,12,7,7,6,6,2
4,33,8,4,6,11,3,8,4,4,6,11,0
2,32,7,2,2,11,1,7,2,1,2,11,0
3,42,7,3,6,8,1,7,3,3,6,8,0
3,43,10,3,2,7,0,10,3,3,2,7,0
0,32,6,0,1,6,0,6,0,0,1,6,0
2,28,5,2,6,5,0,5,2,2,6,5,0
4,38,11,2,1,5,0,11,4,3,1,5,0
9,33,13,9,4,1,0,13,9,9,4,1,1
2,36,10,2,1,6,0,10,2,2,1,6,1
5,29,5,4,4,6,0,5,5,3,4,6,0
2,34,6,1,2,6,1,6,2,1,2,6,0
9,37,13,9,6,3,0,13,9,8,6,3,0
0,32,5,0,0,11,0,5,0,0,0,11,0
4,30,7,4,3,10,1,7,4,4,3,10,1
1,31,5,0,2,11,1,5,1,1,2,11,0
5,34,11,5,0,7,1,11,5,5,0,7,2
5,32,6,4,4,3,0,6,5,2,4,3,1
15,38,16,13,9,4,0,16,15,11,9,4,0
11,41,15,11,4,3,1,15,11,9,4,3,0
0,33,7,0,2,2,0,7,0,0,2,2,0
4,36,10,3,5,12,0,10,4,4,5,12,0
5,31,9,5,4,6,0,9,5,5,4,6,0
10,38,13,10,5,7,0,13,10,10,5,7,1
12,41,18,12,4,5,0,18,12,11,4,5,1
13,43,17,13,6,6,1,17,13,13,6,6,2
4,36,10,4,0,6,0,10,4,4,0,6,0
5,41,8,4,4,8,0,8,5,4,4,8,1
6,38,9,6,7,8,2,9,6,6,7,8,1
3,38,12,3,0,7,3,12,3,3,0,7,1
1,35,6,1,2,10,1,6,1,1,2,10,0
3,35,7,1,4,11,0,7,3,1,4,11,0
4,37,12,3,6,4,3,12,4,3,6,4,1
0,31,3,0,1,14,0,3,0,0,1,14,0
3,30,6,3,3,5,2,6,3,2,3,5,0
7,39,14,6,5,8,2,14,7,5,5,8,0
3,35,9,3,2,7,1,9,3,3,2,7,1
6,39,13,5,5,6,0,13,6,6,5,6,1
14,41,18,13,6,7,0,18,14,12,6,7,3
4,44,11,3,3,14,3,11,4,3,3,14,1
5,46,16,5,5,5,0,16,5,5,5,5,1
6,38,13,6,5,10,3,13,6,6,5,10,4
7,34,10,6,4,6,1,10,7,6,4,6,1
10,39,13,7,2,5,2,13,10,6,2,5,2
7,40,13,7,2,3,0,13,7,7,2,3,0
0,30,4,0,3,8,0,4,0,0,3,8,0
3,29,8,3,3,6,0,8,3,3,3,6,0
2,37,11,2,1,6,2,11,2,2,1,6,0
3,29,8,3,4,4,0,8,3,3,4,4,0
6,32,11,6,2,6,0,11,6,2,2,6,0
5,33,9,5,2,4,1,9,5,2,2,4,0
1,32,5,1,2,8,3,5,1,1,2,8,0
3,31,9,2,2,7,2,9,3,2,2,7,0
1,35,8,1,0,12,0,8,1,1,0,12,0
2,31,8,2,1,10,1,8,2,2,1,10,0
2,30,5,2,2,2,1,5,2,2,2,2,0
8,35,10,7,7,10,1,10,8,6,7,10,1
9,35,13,9,5,3,0,13,9,8,5,3,1
5,32,9,5,0,5,0,9,5,4,0,5,1
12,35,12,11,6,7,1,12,12,11,6,7,2
7,36,12,6,5,11,2,12,7,7,5,11,2
5,35,9,5,6,9,0,9,5,5,6,9,1
12,37,13,12,7,6,1,13,12,11,7,6,2
1,33,7,1,1,6,0,7,1,1,1,6,1
9,32,11,9,5,5,1,11,9,8,5,5,1
8,40,15,8,7,6,1,15,8,8,7,6,2
1,32,7,1,1,3,1,7,1,1,1,3,0
10,38,10,8,2,7,1,10,10,5,2,7,2
1,35,8,1,0,5,0,8,1,1,0,5,0
8,38,11,7,7,9,1,11,8,6,7,9,2
7,34,8,6,7,4,0,8,7,5,7,4,0
7,40,14,7,2,7,1,14,7,7,2,7,1
6,39,14,6,5,8,1,14,6,5,5,8,1
5,36,13,5,6,5,0,13,5,5,6,5,0
4,30,5,4,4,4,0,5,4,4,4,4,1
5,37,10,4,4,6,2,10,5,4,4,6,1
7,33,11,7,2,4,1,11,7,4,2,4,2
3,31,7,2,1,7,0,7,3,3,1,7,1
12,39,17,12,2,4,0,17,12,12,2,4,1
1,31,8,1,3,3,0,8,1,1,3,3,1
2,29,8,2,3,2,0,8,2,2,3,2,0
10,36,13,8,5,7,0,13,10,8,5,7,0
8,40,12,8,1,8,1,12,8,6,1,8,3
5,36,9,3,2,8,3,9,5,2,2,8,1
7,33,10,7,3,5,0,10,7,7,3,5,0
1,34,8,1,3,2,1,8,1,1,3,2,0
13,40,14,10,4,6,0,14,13,8,4,6,2
7,38,14,4,4,9,1,14,7,5,4,9,0
2,33,7,2,4,5,3,7,2,2,4,5,0
8,36,10,7,7,8,0,10,8,7,7,8,1
3,30,6,2,2,5,1,6,3,3,2,5,0
7,35,10,7,1,4,2,10,7,5,1,4,3
3,28,6,3,5,3,1,6,3,2,5,3,0
1,35,10,1,6,4,0,10,1,0,6,4,0
21,40,16,20,11,10,0,16,21,20,11,10,2
5,39,12,5,6,4,0,12,5,5,6,4,2
10,41,19,10,3,2,1,19,10,10,3,2,2
4,33,8,4,1,5,1,8,4,4,1,5,3
0,34,7,0,3,15,0,7,0,0,3,15,0
4,31,8,4,9,4,1,8,4,3,9,4,0
5,36,13,4,3,5,1,13,5,5,3,5,0
0,31,7,0,2,4,1,7,0,0,2,4,0
1,28,6,1,3,7,0,6,1,1,3,7,0
8,36,12,7,6,6,1,12,8,7,6,6,2
3,35,11,2,1,6,0,11,3,2,1,6,0
13,40,15,12,10,3,3,15,13,11,10,3,0
5,36,12,5,2,2,1,12,5,5,2,2,1
2,31,8,2,3,5,1,8,2,2,3,5,1
6,40,17,5,0,5,0,17,6,5,0,5,1
2,33,8,2,2,2,0,8,2,2,2,2,0
1,32,7,1,2,6,1,7,1,1,2,6,0
4,36,11,4,3,8,0,11,4,3,3,8,0
3,33,8,3,3,3,0,8,3,3,3,3,1
1,34,8,1,1,0,1,8,1,1,1,0,0
9,36,14,8,1,1,0,14,9,9,1,1,0
6,38,10,5,5,3,0,10,6,3,5,3,0
3,39,13,2,1,7,0,13,3,2,1,7,0
6,34,8,6,5,5,4,8,6,5,5,5,0
5,31,5,5,2,5,0,5,5,5,2,5,2
6,35,14,6,5,3,1,14,6,6,5,3,1
5,34,9,5,1,9,1,9,5,5,1,9,1
11,41,16,10,3,7,3,16,11,8,3,7,2
9,39,13,8,4,10,1,13,9,8,4,10,0
0,31,5,0,0,8,0,5,0,0,0,8,0
6,31,8,6,2,3,1,8,6,6,2,3,3
2,34,7,2,3,8,1,7,2,2,3,8,0
3,35,10,3,3,4,2,10,3,3,3,4,0
4,39,12,4,1,2,0,12,4,1,1,2,0
18,42,19,16,6,4,0,19,18,15,6,4,5
2,34,8,2,1,10,0,8,2,2,1,10,0
3,32,8,3,2,4,1,8,3,3,2,4,1
8,39,12,7,5,8,2,12,8,8,5,8,2
2,39,14,2,2,2,0,14,2,2,2,2,0
10,37,11,9,4,6,1,11,10,9,4,6,1
3,38,10,3,2,5,0,10,3,3,2,5,0
4,43,10,4,4,12,3,10,4,4,4,12,1
5,45,13,5,3,5,1,13,5,5,3,5,0
17,48,24,15,5,3,0,24,17,12,5,3,0
3,33,8,3,1,6,0,8,3,3,1,6,2
1,32,6,1,0,4,0,6,1,1,0,4,0
2,28,9,2,5,3,1,9,2,2,5,3,0
0,28,3,0,2,5,0,3,0,0,2,5,0
6,31,10,4,4,3,3,10,6,4,4,3,0
7,40,14,7,4,8,3,14,7,7,4,8,2
3,33,8,2,3,10,1,8,3,2,3,10,0
5,39,14,5,2,2,1,14,5,4,2,2,0
4,33,7,4,2,6,0,7,4,1,2,6,1
4,34,8,4,1,6,2,8,4,4,1,6,0
0,33,6,0,1,3,0,6,0,0,1,3,0
0,30,5,0,0,8,0,5,0,0,0,8,0
11,34,12,10,6,5,3,12,11,11,6,5,0
4,34,10,3,2,6,0,10,4,3,2,6,1
2,32,7,2,2,8,0,7,2,2,2,8,0
6,37,13,6,3,5,1,13,6,6,3,5,1
10,36,12,10,4,8,0,12,10,10,4,8,1
5,45,13,4,4,2,1,13,5,4,4,2,2
4,40,5,4,5,8,1,5,4,4,5,8,1
0,33,5,0,1,3,0,5,0,0,1,3,0
10,31,13,10,6,0,0,13,10,10,6,0,2
3,33,9,3,4,5,2,9,3,3,4,5,0
2,33,7,2,1,3,0,7,2,2,1,3,0
6,38,14,6,0,5,0,14,6,5,0,5,0
9,41,17,6,5,5,0,17,9,5,5,5,0
2,32,6,2,2,9,1,6,2,2,2,9,1
7,36,13,7,3,8,1,13,7,5,3,8,1
8,38,14,8,2,4,0,14,8,6,2,4,1
4,33,7,4,3,8,0,7,4,4,3,8,0
6,38,14,6,4,8,1,14,6,6,4,8,0
3,34,6,3,1,8,0,6,3,3,1,8,2
2,31,5,1,2,5,1,5,2,1,2,5,1
11,39,16,9,2,4,0,16,11,10,2,4,1
13,46,22,11,3,7,2,22,13,12,3,7,1
8,39,14,8,3,9,1,14,8,8,3,9,1
12,47,21,12,6,8,3,21,12,12,6,8,0
11,49,17,10,4,11,2,17,11,8,4,11,4
9,41,17,8,3,5,1,17,9,8,3,5,0
3,34,9,3,7,4,1,9,3,3,7,4,0
2,28,3,2,3,4,0,3,2,2,3,4,1
3,29,5,3,5,2,1,5,3,2,5,2,0
1,29,8,1,3,5,1,8,1,1,3,5,0
8,34,14,7,3,8,1,14,8,6,3,8,1
1,35,8,1,1,5,0,8,1,1,1,5,0
5,31,12,5,3,4,1,12,5,5,3,4,1
0,36,9,0,2,8,0,9,0,0,2,8,0
9,34,11,7,7,7,3,11,9,8,7,7,1
6,35,9,6,2,6,0,9,6,5,2,6,0
10,33,12,10,4,2,0,12,10,8,4,2,1
6,34,9,6,5,4,1,9,6,6,5,4,0
7,34,12,7,1,6,2,12,7,6,1,6,0
2,38,8,2,4,14,1,8,2,1,4,14,1
3,37,6,2,3,8,2,6,3,1,3,8,0
10,35,11,8,3,2,0,11,10,8,3,2,1
8,38,12,8,6,10,1,12,8,6,6,10,2
6,35,10,6,5,3,3,10,6,6,5,3,1
5,34,9,4,6,7,1,9,5,5,6,7,0
5,38,13,5,2,5,0,13,5,5,2,5,1
8,37,14,7,3,5,0,14,8,8,3,5,2
2,35,9,2,0,7,1,9,2,2,0,7,0
7,35,14,7,3,5,0,14,7,7,3,5,2
7,34,9,7,4,11,2,9,7,6,4,11,2
8,34,13,8,6,4,0,13,8,8,6,4,3
6,38,10,6,5,6,0,10,6,4,5,6,1
9,38,13,9,3,9,0,13,9,8,3,9,3
0,32,6,0,2,8,0,6,0,0,2,8,0
10,35,10,8,3,5,0,10,10,5,3,5,3
3,32,8,2,3,5,1,8,3,3,3,5,0
9,35,12,9,5,7,0,12,9,9,5,7,1
5,33,8,4,3,12,1,8,5,5,3,12,0
18,45,20,16,6,2,0,20,18,14,6,2,1
6,36,11,6,5,8,0,11,6,6,5,8,2
5,35,10,3,1,7,3,10,5,2,1,7,0
4,34,9,4,4,4,0,9,4,4,4,4,0
0,32,6,0,1,0,0,6,0,0,1,0,0
4,38,11,4,3,10,1,11,4,4,3,10,0
16,41,20,16,3,4,0,20,16,16,3,4,2
3,31,6,3,1,8,0,6,3,3,1,8,0
6,32,9,6,1,9,0,9,6,5,1,9,2
4,35,9,4,1,8,1,9,4,1,1,8,0
7,37,13,5,4,6,2,13,7,5,4,6,0
6,42,17,6,2,6,2,17,6,6,2,6,0
2,35,10,2,3,12,1,10,2,2,3,12,0
4,37,7,4,5,7,0,7,4,4,5,7,0
6,37,9,6,3,10,1,9,6,6,3,10,1
10,40,17,10,1,6,0,17,10,10,1,6,1
7,38,13,7,2,4,1,13,7,7,2,4,2
1,33,7,1,2,17,1,7,1,1,2,17,0
8,33,11,6,3,6,3,11,8,7,3,6,1
8,35,10,8,4,7,3,10,8,7,4,7,1
6,39,12,6,2,6,2,12,6,5,2,6,0
5,39,12,5,1,5,0,12,5,5,1,5,2
8,31,9,8,4,4,3,9,8,8,4,4,2
5,35,10,5,4,9,1,10,5,3,4,9,0
4,36,12,4,2,6,0,12,4,2,2,6,0
5,38,10,4,1,2,1,10,5,4,1,2,0
14,39,18,13,2,7,0,18,14,13,2,7,3
7,38,13,7,2,5,0,13,7,7,2,5,0
2,35,9,2,1,6,1,9,2,2,1,6,0
5,34,9,4,7,4,1,9,5,4,7,4,2
6,32,11,6,4,5,1,11,6,6,4,5,0
2,42,11,1,2,14,2,11,2,1,2,14,0
1,34,6,1,1,12,1,6,1,1,1,12,0
6,35,9,6,5,4,1,9,6,3,5,4,1
8,34,12,8,6,4,4,12,8,8,6,4,1
17,48,24,17,1,4,1,24,17,9,1,4,2
7,37,13,6,2,5,0,13,7,6,2,5,3
7,37,10,6,7,5,1,10,7,7,7,5,1
1,31,5,1,1,9,2,5,1,1,1,9,1
6,36,12,6,6,8,0,12,6,6,6,8,1
4,35,11,4,1,3,0,11,4,4,1,3,0
5,37,11,5,3,8,0,11,5,5,3,8,2
6,32,11,5,5,3,1,11,6,5,5,3,0
6,38,13,6,2,6,1,13,6,3,2,6,1
5,30,7,5,7,4,0,7,5,5,7,4,0
2,29,7,2,2,1,0,7,2,2,2,1,0
3,37,13,3,2,7,0,13,3,3,2,7,1
13,38,14,13,8,7,2,14,13,13,8,7,3
3,39,12,3,1,11,2,12,3,3,1,11,0
5,35,8,5,5,9,1,8,5,4,5,9,1
2,36,8,2,1,3,0,8,2,1,1,3,1
7,42,14,7,1,9,0,14,7,4,1,9,1
6,34,6,3,4,8,2,6,6,2,4,8,1
4,29,7,4,6,5,1,7,4,4,6,5,0
5,31,8,5,2,4,0,8,5,5,2,4,2
4,35,6,2,2,10,0,6,4,2,2,10,2
5,32,7,5,2,10,1,7,5,5,2,10,0
6,35,10,6,5,9,0,10,6,6,5,9,0
3,31,8,3,1,8,0,8,3,3,1,8,1
4,35,10,4,1,6,0,10,4,4,1,6,0
6,29,9,5,2,5,0,9,6,4,2,5,0
6,38,12,5,3,2,0,12,6,5,3,2,2
8,34,12,8,4,2,0,12,8,8,4,2,1
9,37,13,6,3,2,0,13,9,7,3,2,1
6,39,11,6,2,8,0,11,6,4,2,8,1
2,32,6,1,2,8,0,6,2,2,2,8,1
3,31,7,2,5,7,2,7,3,3,5,7,0
8,38,14,8,2,2,0,14,8,8,2,2,1
9,37,14,9,2,6,1,14,9,8,2,6,1
2,33,7,2,3,9,0,7,2,1,3,9,1
5,30,9,4,0,5,0,9,5,4,0,5,2
17,46,18,15,6,6,0,18,17,11,6,6,3
1,34,7,1,1,4,0,7,1,0,1,4,0
4,35,10,3,1,9,0,10,4,4,1,9,0
5,31,11,5,3,3,1,11,5,4,3,3,2
0,31,5,0,2,10,1,5,0,0,2,10,0
4,30,9,4,2,5,0,9,4,4,2,5,2
1,32,10,1,2,8,0,10,1,1,2,8,0
2,30,8,2,5,7,3,8,2,1,5,7,0
9,40,12,7,6,10,2,12,9,7,6,10,0
5,33,5,5,4,14,1,5,5,5,4,14,1
9,40,14,9,1,3,0,14,9,5,1,3,1
4,35,8,4,2,11,0,8,4,4,2,11,2
2,37,10,2,3,8,0,10,2,2,3,8,0
7,37,13,7,3,4,0,13,7,7,3,4,2
17,48,21,16,9,6,1,21,17,12,9,6,2
7,41,15,7,5,14,0,15,7,7,5,14,2
13,36,12,12,9,5,0,12,13,9,9,5,0
4,37,12,4,4,5,0,12,4,4,4,5,1
1,35,8,1,0,10,0,8,1,0,0,10,0
8,37,14,8,0,9,1,14,8,7,0,9,1
9,44,19,9,7,2,0,19,9,8,7,2,3
3,33,7,3,0,5,0,7,3,2,0,6,0
2,30,4,2,3,10,0,4,2,2,3,10,0
13,39,17,11,4,5,3,17,13,8,4,5,1
9,43,15,7,3,5,2,15,9,6,3,5,1
1,33,9,1,2,3,0,9,1,1,2,3,0
9,45,15,9,2,5,1,15,9,7,2,5,2
7,39,13,6,4,8,0,13,7,7,4,8,0
11,42,14,11,2,4,1,14,11,8,2,4,2
6,32,6,6,5,8,0,6,6,6,5,8,1
12,42,15,11,5,10,0,15,12,8,5,10,1
3,36,8,3,3,9,0,8,3,1,3,9,0
7,38,11,6,2,10,1,11,7,6,2,10,1
10,36,14,10,2,9,0,14,10,10,2,9,2
6,34,8,6,3,11,0,8,6,6,3,11,1
8,32,11,8,4,8,0,11,8,8,4,8,3
2,31,5,0,0,11,0,5,2,2,0,11,0
6,31,10,6,1,4,0,10,6,5,1,4,1
3,38,11,1,2,4,0,11,3,1,2,4,0
2,34,11,2,2,1,0,11,2,2,2,1,0
16,40,17,14,6,6,1,17,16,11,6,6,3
6,34,8,6,0,7,1,8,6,6,0,7,3
6,36,10,6,5,10,0,10,6,6,5,10,2
9,30,10,8,7,3,0,10,9,9,7,3,1
5,34,9,5,3,6,1,9,5,5,3,6,1
10,38,18,8,4,3,0,18,10,8,4,3,0
7,37,12,7,2,7,1,12,7,7,2,7,2
10,40,16,9,1,8,0,16,10,10,1,8,1
5,34,7,5,1,9,0,7,5,5,1,9,1
9,38,10,9,8,5,4,10,9,7,8,5,2
2,33,7,2,3,10,1,7,2,2,3,10,0
11,32,12,11,5,6,2,12,11,11,5,6,2
5,30,3,2,6,8,2,3,5,4,6,8,0
6,33,10,6,6,2,3,10,6,2,6,2,1
2,32,6,2,1,5,0,6,2,2,1,5,1
5,31,8,5,3,7,1,8,5,4,3,7,1
13,49,17,13,3,5,0,17,13,12,3,5,4
11,48,18,11,8,8,3,18,11,11,8,8,3
11,41,14,8,1,9,0,14,11,8,1,9,2
0,30,6,0,3,2,0,6,0,0,3,2,0
7,38,12,5,3,6,1,12,7,5,3,6,2
14,38,17,12,7,7,0,17,14,13,7,7,1
9,38,11,7,5,9,1,11,9,5,5,9,2
10,45,18,9,4,6,0,18,10,9,4,6,3
11,38,16,11,8,6,0,16,11,11,8,6,1
1,31,6,1,2,8,0,6,1,0,2,8,0
12,46,23,12,3,6,0,23,12,12,3,6,1
3,38,9,3,1,6,0,9,3,2,1,6,0
8,41,15,8,1,7,1,15,8,7,1,7,1
5,33,9,5,5,6,2,9,5,5,5,6,0
1,28,3,1,1,12,0,3,1,1,1,12,1
8,33,12,8,5,9,0,12,8,8,5,9,2
8,35,11,7,1,7,0,11,8,7,1,7,2
6,39,11,5,1,10,0,11,6,4,1,10,0
3,30,8,3,2,5,1,8,3,3,2,5,1
0,34,7,0,0,9,1,7,0,0,0,9,0
5,40,15,5,2,9,6,15,5,5,2,9,0
2,33,7,2,2,5,2,7,2,2,2,5,1
11,37,13,10,3,5,0,13,11,8,3,5,4
4,37,12,4,0,7,0,12,4,3,0,7,1
10,36,15,9,6,6,2,15,10,7,6,6,0
7,36,8,6,5,5,1,8,7,5,5,5,3
6,34,9,5,6,10,1,9,6,5,6,10,1
2,37,9,1,4,11,1,9,2,1,4,11,0
2,33,5,2,3,7,1,5,2,2,3,7,2
7,35,14,7,5,8,0,14,7,7,5,8,2
7,35,9,7,7,9,0,9,7,7,7,9,2
12,33,12,9,7,5,4,12,12,6,7,5,1
8,37,11,7,2,13,2,11,8,7,2,13,2
4,32,8,4,4,2,0,8,4,4,4,2,0
6,33,7,6,4,9,2,7,6,6,4,9,1
9,30,9,9,8,4,2,9,9,8,8,4,1
2,32,5,2,1,4,0,5,2,2,1,4,0
18,43,23,16,5,6,0,23,18,15,5,6,3
2,33,6,2,2,8,0,6,2,2,2,8,1
3,27,7,3,5,5,0,7,3,3,5,5,0
7,34,9,7,6,13,3,9,7,7,6,13,2
3,31,7,2,3,8,1,7,3,1,3,8,1
12,42,14,10,1,3,0,14,12,5,1,3,1
12,43,16,11,6,7,2,16,12,9,6,7,1
10,39,12,8,4,13,0,12,10,9,4,13,2
11,38,13,8,6,5,1,13,11,6,6,5,1
2,35,7,2,3,9,2,7,2,1,3,9,0
4,33,10,4,1,7,0,10,4,4,1,7,1
5,35,10,4,3,11,0,10,5,2,3,11,1
10,34,12,9,6,3,0,12,10,10,6,3,1
7,35,10,5,3,3,0,10,7,7,3,3,2
1,33,7,1,2,4,0,7,1,1,2,4,0
0,32,6,0,1,9,0,6,0,0,1,9,0
3,28,7,3,4,3,1,7,3,3,4,3,2
3,31,9,3,4,4,0,9,3,3,4,4,2
4,32,6,4,8,6,0,6,4,1,8,6,1
16,40,16,16,9,8,0,16,16,16,9,8,3
5,39,12,5,4,7,1,12,5,5,4,7,0
8,43,16,7,2,4,0,16,8,7,2,4,4
12,38,15,11,4,5,2,15,12,12,4,5,3
4,33,10,3,3,7,0,10,4,4,3,7,1
11,36,14,11,6,4,0,14,11,10,6,4,2
1,30,5,1,4,7,1,5,1,1,4,7,0
6,31,10,6,4,7,0,10,6,6,4,7,1
3,33,9,3,4,3,2,9,3,3,4,3,0
5,30,8,4,5,7,0,8,5,4,5,7,0
13,45,18,12,3,5,1,18,13,11,3,5,2
7,35,6,6,5,10,0,6,7,4,5,10,2
10,38,11,10,4,5,0,11,10,9,4,5,1
5,38,12,5,3,6,1,12,5,5,3,6,1
10,38,13,10,4,11,0,13,10,8,4,11,2
4,37,11,4,3,8,2,11,4,3,3,8,1
10,40,14,10,4,11,1,14,10,10,4,11,2
14,39,15,13,5,4,0,15,14,12,5,4,5
3,33,5,3,4,7,1,5,3,0,4,7,0
6,35,10,6,3,15,0,10,6,6,3,15,2
10,44,15,10,3,13,0,15,10,8,3,13,3
19,41,18,18,6,5,0,18,19,16,6,5,3
14,41,13,14,3,9,0,13,14,13,3,9,2
6,37,9,6,5,8,1,9,6,6,5,8,1
1,30,4,1,4,3,0,4,1,1,4,3,0
4,30,7,4,0,5,1,7,4,4,0,5,0
9,37,14,8,3,10,0,14,9,9,3,10,1
4,31,9,4,4,5,0,9,4,4,4,5,0
2,31,5,1,5,4,0,5,2,2,5,4,1
